date,label,high,low,average,volume,numberOfTrades,open,close,stock,momentum_roc,momentum_rsi,momentum_stoch,trend_aroon_ind,trend_macd,trend_macd_signal,trend_macd_diff
2020-08-19 10:13:00,10:13 AM,40.49,40.465,40.477,200,2,40.49,40.465,WBA,-0.57747,37.5076,13.0719,-80.0,-0.0486,-0.02799,-0.02061
2020-08-19 10:14:00,10:14 AM,40.465,40.465,40.465,100,1,40.465,40.465,WBA,-0.32035,36.65293,10.0,-60.0,-0.05037,-0.03247,-0.0179
2020-08-19 10:15:00,10:15 AM,40.45,40.435,40.445,141,3,40.435,40.445,WBA,-0.32035,36.65293,11.11111,-60.0,-0.05119,-0.03621,-0.01497
2020-08-19 10:16:00,10:16 AM,40.46,40.43,40.45,466,7,40.43,40.45,WBA,-0.34517,33.9605,0.0,-88.0,-0.05363,-0.0397,-0.01394
2020-08-19 10:17:00,10:17 AM,40.42,40.415,40.415,161,4,40.42,40.415,WBA,-0.31813,33.9605,10.52632,-88.0,-0.05494,-0.04275,-0.01219
2020-08-19 10:18:00,10:18 AM,40.41,40.39,40.4,200,2,40.41,40.39,WBA,-0.24697,31.29442,5.12821,-96.0,-0.05773,-0.04574,-0.01199
2020-08-19 10:19:00,10:19 AM,,,,0,0,,,WBA,-0.41965,27.42943,9.09091,-84.0,-0.06325,-0.04924,-0.014
2020-08-19 10:20:00,10:20 AM,40.365,40.365,40.365,300,3,40.365,40.365,WBA,-0.25945,31.9546,22.5,-84.0,-0.06485,-0.05237,-0.01249
2020-08-19 10:21:00,10:21 AM,40.39,40.365,40.377,502,6,40.365,40.39,WBA,-0.12364,36.23646,36.84211,-84.0,-0.06338,-0.05457,-0.00881
2020-08-19 10:22:00,10:22 AM,40.45,40.43,40.438,600,6,40.435,40.45,WBA,-0.06424,45.15628,72.22222,-84.0,-0.05672,-0.055,-0.00172
2020-08-19 10:23:00,10:23 AM,40.49,40.48,40.484,184,3,40.485,40.49,WBA,0.0247,50.16169,94.44444,-76.0,-0.04766,-0.05353,0.00587
2020-08-19 10:24:00,10:24 AM,40.49,40.49,40.49,223,3,40.49,40.49,WBA,0.12107,53.58333,100.0,-76.0,-0.03763,-0.05035,0.01272
2020-08-19 10:25:00,10:25 AM,40.54,40.525,40.531,400,4,40.525,40.54,WBA,0.12605,52.4206,83.04348,-72.0,-0.03005,-0.04629,0.01624
2020-08-19 10:26:00,10:26 AM,40.525,40.51,40.522,260,3,40.525,40.51,WBA,0.07417,48.51549,69.56522,-68.0,-0.02625,-0.04228,0.01603
2020-08-19 10:27:00,10:27 AM,40.465,40.45,40.458,300,3,40.45,40.46,WBA,0.02472,46.12797,60.86957,-64.0,-0.02457,-0.03874,0.01417
2020-08-19 10:28:00,10:28 AM,,,,0,0,,,WBA,0.02474,42.73104,47.82609,-60.0,-0.02537,-0.03607,0.0107
2020-08-19 10:29:00,10:29 AM,40.45,40.41,40.431,195,2,40.45,40.41,WBA,-0.07917,38.46078,29.56522,-56.0,-0.02905,-0.03466,0.00561
2020-08-19 10:30:00,10:30 AM,40.385,40.385,40.385,100,1,40.385,40.385,WBA,0.05694,42.16564,40.43478,20.0,-0.02961,-0.03365,0.00404
2020-08-19 10:31:00,10:31 AM,40.39,40.38,40.386,600,6,40.38,40.39,WBA,0.12395,39.79214,30.43478,20.0,-0.03155,-0.03323,0.00168
2020-08-19 10:32:00,10:32 AM,40.395,40.38,40.386,343,4,40.38,40.395,WBA,0.06193,39.79214,30.43478,20.0,-0.03271,-0.03313,0.00042
2020-08-19 10:33:00,10:33 AM,40.405,40.405,40.405,100,1,40.405,40.405,WBA,0.04952,43.02641,33.33333,20.0,-0.03165,-0.03283,0.00118
2020-08-19 10:34:00,10:34 AM,40.395,40.375,40.395,102,2,40.375,40.395,WBA,-0.14833,40.67343,23.80952,20.0,-0.03205,-0.03267,0.00062
2020-08-19 10:35:00,10:35 AM,,,,0,0,,,WBA,-0.32107,37.37198,0.0,20.0,-0.03439,-0.03302,-0.00138
2020-08-19 10:36:00,10:36 AM,40.395,40.38,40.382,301,5,40.38,40.395,WBA,-0.34551,40.82069,10.52632,20.0,-0.03424,-0.03326,-0.00098
2020-08-19 10:37:00,10:37 AM,,,,0,0,,,WBA,-0.34805,39.64516,5.26316,20.0,-0.03453,-0.03352,-0.00102
2020-08-19 10:38:00,10:38 AM,,,,0,0,,,WBA,-0.35079,36.06597,3.63636,-56.0,-0.03692,-0.0342,-0.00272
2020-08-19 10:39:00,10:39 AM,40.295,40.295,40.295,101,2,40.295,40.295,WBA,-0.37074,33.23831,8.13008,-60.0,-0.0406,-0.03548,-0.00512
2020-08-19 10:40:00,10:40 AM,40.315,40.315,40.315,100,1,40.315,40.315,WBA,-0.27208,35.19256,15.78947,-60.0,-0.04222,-0.03683,-0.0054
2020-08-19 10:41:00,10:41 AM,,,,0,0,,,WBA,-0.17084,35.08197,15.67568,-60.0,-0.0431,-0.03808,-0.00502
2020-08-19 10:42:00,10:42 AM,40.355,40.34,40.348,304,4,40.34,40.355,WBA,-0.20538,37.41189,23.80952,-60.0,-0.04241,-0.03895,-0.00346
2020-08-19 10:43:00,10:43 AM,40.365,40.365,40.365,35,1,40.365,40.365,WBA,-0.0619,44.26606,57.69231,-60.0,-0.0386,-0.03888,0.00028
2020-08-19 10:44:00,10:44 AM,40.395,40.375,40.385,200,2,40.375,40.395,WBA,0.02476,50.1457,84.61538,-60.0,-0.03238,-0.03758,0.0052
2020-08-19 10:45:00,10:45 AM,40.41,40.41,40.41,100,1,40.41,40.41,WBA,0.09899,57.10718,94.11765,-60.0,-0.02315,-0.03469,0.01154
2020-08-19 10:46:00,10:46 AM,40.47,40.435,40.444,526,3,40.47,40.435,WBA,0.07428,52.38101,65.0,-60.0,-0.01805,-0.03136,0.01332
2020-08-19 10:47:00,10:47 AM,,,,0,0,,,WBA,0.04955,46.81749,45.0,-60.0,-0.01703,-0.0285,0.01146
2020-08-19 10:48:00,10:48 AM,,,,0,0,,,WBA,-0.07429,43.11848,30.0,-60.0,-0.01844,-0.02649,0.00805
