date,label,high,low,average,volume,numberOfTrades,open,close,stock,momentum_roc,momentum_rsi,momentum_stoch,trend_aroon_ind,trend_macd,trend_macd_signal,trend_macd_diff
2020-08-17 09:55:00,09:55 AM,41.33,41.32,41.327,300,3,41.33,41.32,WBA,0.33972,52.20657,83.33333,-20.0,-0.01939,-0.04735,0.02796
2020-08-17 09:56:00,09:56 AM,41.34,41.335,41.339,400,4,41.34,41.335,WBA,0.09688,50.88498,72.0,-16.0,-0.01504,-0.04089,0.02585
2020-08-17 09:57:00,09:57 AM,,,,0,0,,,WBA,0.16999,45.8817,40.0,56.0,-0.01784,-0.03628,0.01844
2020-08-17 09:58:00,09:58 AM,41.32,41.27,41.272,104,2,41.27,41.32,WBA,0.26693,50.47072,68.0,56.0,-0.01424,-0.03187,0.01763
2020-08-17 09:59:00,09:59 AM,,,,0,0,,,WBA,0.00969,48.56986,54.16667,56.0,-0.01366,-0.02823,0.01457
2020-08-17 10:00:00,10 AM,41.25,41.25,41.25,100,1,41.25,41.25,WBA,-0.15731,46.37539,30.95238,56.0,-0.01584,-0.02575,0.00991
2020-08-17 10:01:00,10:01 AM,41.195,41.195,41.195,206,2,41.195,41.195,WBA,-0.39894,42.80492,10.86957,52.0,-0.02215,-0.02503,0.00288
2020-08-17 10:02:00,10:02 AM,41.195,41.19,41.193,300,2,41.195,41.19,WBA,-0.41818,42.96256,15.41667,40.0,-0.02669,-0.02536,-0.00132
2020-08-17 10:03:00,10:03 AM,,,,0,0,,,WBA,-0.27091,45.62553,29.16667,40.0,-0.0273,-0.02575,-0.00155
2020-08-17 10:04:00,10:04 AM,41.32,41.25,41.252,104,3,41.25,41.32,WBA,0.14563,48.00227,41.66667,40.0,-0.02508,-0.02562,0.00054
2020-08-17 10:05:00,10:05 AM,,,,0,0,,,WBA,-0.07266,48.00227,50.0,36.0,-0.02305,-0.0251,0.00205
2020-08-17 10:06:00,10:06 AM,,,,0,0,,,WBA,-0.04838,52.78891,80.0,32.0,-0.01642,-0.02337,0.00695
2020-08-17 10:07:00,10:07 AM,41.325,41.325,41.325,100,1,41.325,41.325,WBA,-0.07255,52.78891,76.19048,20.0,-0.01103,-0.0209,0.00987
2020-08-17 10:08:00,10:08 AM,,,,0,0,,,WBA,0.07259,55.92586,95.2381,20.0,-0.00349,-0.01742,0.01393
2020-08-17 10:09:00,10:09 AM,,,,0,0,,,WBA,0.46788,61.62392,97.58621,96.0,0.00907,-0.01212,0.02119
2020-08-17 10:10:00,10:10 AM,41.46,41.435,41.447,200,2,41.46,41.435,WBA,0.29042,61.31536,93.33333,32.0,0.01858,-0.00598,0.02456
2020-08-17 10:11:00,10:11 AM,41.475,41.475,41.475,100,1,41.475,41.475,WBA,0.43594,63.29463,98.4127,40.0,0.0282,0.00086,0.02735
2020-08-17 10:12:00,10:12 AM,,,,0,0,,,WBA,0.30299,54.31617,69.84127,40.0,0.02824,0.00633,0.02191
2020-08-17 10:13:00,10:13 AM,41.37,41.37,41.37,100,1,41.37,41.37,WBA,0.47336,55.07865,73.01587,40.0,0.02875,0.01082,0.01793
2020-08-17 10:14:00,10:14 AM,41.395,41.395,41.395,100,1,41.395,41.395,WBA,0.41993,53.16736,66.66667,40.0,0.02723,0.0141,0.01313
2020-08-17 10:15:00,10:15 AM,41.42,41.385,41.402,201,3,41.385,41.42,WBA,0.46083,57.16891,82.53968,40.0,0.02971,0.01722,0.01249
2020-08-17 10:16:00,10:16 AM,41.41,41.41,41.41,98,1,41.41,41.41,WBA,0.31508,54.17777,70.17544,40.0,0.02892,0.01956,0.00936
2020-08-17 10:17:00,10:17 AM,41.385,41.335,41.356,173,2,41.385,41.335,WBA,0.20601,49.95559,49.01961,40.0,0.02439,0.02053,0.00386
2020-08-17 10:18:00,10:18 AM,41.38,41.36,41.36,102,2,41.36,41.38,WBA,0.12101,52.18501,58.82353,40.0,0.02255,0.02093,0.00162
2020-08-17 10:19:00,10:19 AM,41.355,41.355,41.355,100,1,41.355,41.355,WBA,0.09681,51.20242,45.75472,40.0,0.02006,0.02076,-0.0007
2020-08-17 10:20:00,10:20 AM,41.4,41.395,41.397,300,3,41.395,41.4,WBA,0.02418,52.17224,43.24324,40.0,0.01867,0.02034,-0.00167
2020-08-17 10:21:00,10:21 AM,41.37,41.37,41.37,100,1,41.37,41.37,WBA,-0.2244,50.03062,32.43243,40.0,0.01578,0.01943,-0.00365
2020-08-17 10:22:00,10:22 AM,41.4,41.4,41.4,100,1,41.4,41.4,WBA,-0.09653,55.00348,48.27586,40.0,0.01732,0.01901,-0.00169
2020-08-17 10:23:00,10:23 AM,41.425,41.41,41.415,300,3,41.41,41.41,WBA,-0.19291,53.84924,41.37931,40.0,0.01754,0.01871,-0.00118
2020-08-17 10:24:00,10:24 AM,,,,0,0,,,WBA,-0.145,46.49416,0.0,40.0,0.01192,0.01735,-0.00544
2020-08-17 10:25:00,10:25 AM,,,,0,0,,,WBA,-0.19328,45.53727,8.57143,40.0,0.00658,0.0152,-0.00862
2020-08-17 10:26:00,10:26 AM,,,,0,0,,,WBA,-0.24172,41.82888,0.0,36.0,-0.00086,0.01199,-0.01285
2020-08-17 10:27:00,10:27 AM,,,,0,0,,,WBA,-0.338,43.07693,13.58696,32.0,-0.00589,0.00841,-0.0143
2020-08-17 10:28:00,10:28 AM,,,,0,0,,,WBA,-0.28993,42.10411,8.15217,28.0,-0.01055,0.00462,-0.01517
2020-08-17 10:29:00,10:29 AM,41.295,41.225,41.271,600,6,41.27,41.225,WBA,-0.30233,37.53925,4.36681,-72.0,-0.01808,8e-05,-0.01816
2020-08-17 10:30:00,10:30 AM,41.22,41.22,41.22,2,1,41.22,41.22,WBA,-0.31424,40.32621,16.7364,-72.0,-0.02217,-0.00437,-0.0178
2020-08-17 10:31:00,10:31 AM,41.245,41.245,41.245,100,1,41.245,41.245,WBA,-0.26596,41.72629,20.9205,-72.0,-0.02433,-0.00836,-0.01597
2020-08-17 10:32:00,10:32 AM,,,,0,0,,,WBA,-0.33841,39.71913,12.5523,-72.0,-0.02734,-0.01216,-0.01518
2020-08-17 10:33:00,10:33 AM,,,,0,0,,,WBA,-0.24184,42.68807,20.9205,-72.0,-0.02779,-0.01529,-0.01251
2020-08-17 10:34:00,10:34 AM,41.285,41.245,41.265,300,3,41.285,41.245,WBA,-0.39855,41.05489,14.64435,-72.0,-0.02902,-0.01803,-0.01099
2020-08-17 10:35:00,10:35 AM,41.22,41.205,41.212,200,2,41.22,41.205,WBA,-0.45905,37.45418,0.0,-96.0,-0.03245,-0.02092,-0.01153
2020-08-17 10:36:00,10:36 AM,41.2,41.175,41.194,700,7,41.195,41.19,WBA,-0.33882,35.53621,3.71747,-84.0,-0.03636,-0.02401,-0.01236
2020-08-17 10:37:00,10:37 AM,41.17,41.155,41.159,400,4,41.17,41.155,WBA,-0.37521,33.24452,0.84388,-88.0,-0.041,-0.02741,-0.0136
2020-08-17 10:38:00,10:38 AM,41.17,41.17,41.17,100,1,41.17,41.17,WBA,-0.19385,39.15996,31.57895,-88.0,-0.04138,-0.0302,-0.01118
2020-08-17 10:39:00,10:39 AM,41.18,41.175,41.176,97,2,41.18,41.175,WBA,-0.24225,38.12058,27.02703,-88.0,-0.04201,-0.03256,-0.00944
2020-08-17 10:40:00,10:40 AM,,,,0,0,,,WBA,-0.14054,43.30624,49.69697,-60.0,-0.03946,-0.03394,-0.00552
2020-08-17 10:41:00,10:41 AM,41.31,41.31,41.31,100,1,41.31,41.31,WBA,0.21834,55.58264,100.0,-60.0,-0.0292,-0.03299,0.00379
2020-08-17 10:42:00,10:42 AM,,,,0,0,,,WBA,0.06062,50.20654,71.05263,-60.0,-0.02442,-0.03128,0.00686
2020-08-17 10:43:00,10:43 AM,41.295,41.28,41.293,663,2,41.28,41.295,WBA,0.07273,51.87741,78.94737,-60.0,-0.0192,-0.02886,0.00966
2020-08-17 10:44:00,10:44 AM,,,,0,0,,,WBA,0.09702,50.65701,73.68421,-60.0,-0.01569,-0.02623,0.01054
2020-08-17 10:45:00,10:45 AM,41.295,41.295,41.295,10,1,41.295,41.295,WBA,0.12121,54.14232,89.47368,-60.0,-0.01037,-0.02306,0.01269
2020-08-17 10:46:00,10:46 AM,41.29,41.29,41.29,100,2,41.29,41.29,WBA,0.15763,54.14232,89.47368,-60.0,-0.00608,-0.01966,0.01358
2020-08-17 10:47:00,10:47 AM,41.27,41.27,41.27,31,1,41.27,41.27,WBA,0.1699,50.04285,73.68421,-56.0,-0.00504,-0.01674,0.0117
2020-08-17 10:48:00,10:48 AM,41.27,41.27,41.27,2076,1,41.27,41.27,WBA,0.19427,48.71867,68.42105,-52.0,-0.00497,-0.01438,0.00941
2020-08-17 10:49:00,10:49 AM,41.275,41.275,41.275,6830,1,41.275,41.275,WBA,0.26728,49.43907,71.05263,-48.0,-0.00446,-0.0124,0.00794
2020-08-17 10:50:00,10:50 AM,41.27,41.27,41.27,136,2,41.27,41.27,WBA,0.2185,51.63421,78.94737,16.0,-0.00281,-0.01048,0.00767
2020-08-17 10:51:00,10:51 AM,41.255,41.255,41.255,164,2,41.255,41.255,WBA,0.21855,50.07341,73.68421,16.0,-0.00228,-0.00884,0.00656
2020-08-17 10:52:00,10:52 AM,41.33,41.33,41.33,100,1,41.33,41.33,WBA,0.28632,58.23159,100.0,60.0,0.00294,-0.00648,0.00943
2020-08-17 10:53:00,10:53 AM,41.305,41.305,41.305,100,1,41.305,41.305,WBA,-0.04841,52.11742,62.5,60.0,0.00381,-0.00443,0.00824
2020-08-17 10:54:00,10:54 AM,,,,0,0,,,WBA,0.0727,52.78477,59.85401,60.0,0.00484,-0.00257,0.00742
2020-08-17 10:55:00,10:55 AM,,,,0,0,,,WBA,0.0969,56.08078,76.0,60.0,0.0076,-0.00054,0.00813
2020-08-17 10:56:00,10:56 AM,,,,0,0,,,WBA,0.07269,52.89929,60.0,60.0,0.00807,0.00118,0.00689
2020-08-17 10:57:00,10:57 AM,41.32,41.31,41.319,110,2,41.31,41.32,WBA,0.04843,55.61119,76.0,60.0,0.00994,0.00294,0.00701
2020-08-17 10:58:00,10:58 AM,41.3,41.3,41.3,100,1,41.3,41.3,WBA,0.0,52.36431,54.54545,60.0,0.0097,0.00429,0.00541
2020-08-17 10:59:00,10:59 AM,,,,0,0,,,WBA,0.08481,53.10151,59.09091,60.0,0.0098,0.00539,0.00441
2020-08-17 11:00:00,11 AM,,,,0,0,,,WBA,0.14542,55.33473,72.72727,60.0,0.01097,0.00651,0.00446
2020-08-17 11:01:00,11:01 AM,41.31,41.31,41.31,100,2,41.31,41.31,WBA,0.08482,51.79337,54.54545,60.0,0.01016,0.00724,0.00292
2020-08-17 11:02:00,11:02 AM,41.33,41.29,41.323,600,2,41.29,41.33,WBA,0.12112,56.31015,81.81818,52.0,0.0118,0.00815,0.00365
2020-08-17 11:03:00,11:03 AM,,,,0,0,,,WBA,0.12115,54.47781,72.72727,52.0,0.01216,0.00895,0.00321
2020-08-17 11:04:00,11:04 AM,41.325,41.325,41.325,31,1,41.325,41.325,WBA,-0.0242,54.47781,72.72727,48.0,0.0123,0.00962,0.00268
2020-08-17 11:05:00,11:05 AM,,,,0,0,,,WBA,-0.04844,45.82997,5.88235,16.0,0.00828,0.00935,-0.00107
2020-08-17 11:06:00,11:06 AM,41.245,41.235,41.236,76,2,41.245,41.235,WBA,-0.1574,40.31627,0.0,-56.0,0.00184,0.00785,-0.00601
2020-08-17 11:07:00,11:07 AM,41.255,41.255,41.255,10,1,41.255,41.255,WBA,-0.21781,40.31627,7.69231,-56.0,-0.00322,0.00564,-0.00885
2020-08-17 11:08:00,11:08 AM,,,,0,0,,,WBA,-0.16949,40.31627,7.69231,-56.0,-0.00715,0.00308,-0.01023
2020-08-17 11:09:00,11:09 AM,41.265,41.24,41.241,40,2,41.24,41.265,WBA,-0.09681,49.75385,46.15385,-56.0,-0.00616,0.00123,-0.00739
2020-08-17 11:10:00,11:10 AM,,,,0,0,,,WBA,-0.03632,50.59516,50.0,-56.0,-0.00491,0.0,-0.00491
2020-08-17 11:11:00,11:11 AM,,,,0,0,,,WBA,-0.09684,47.19137,34.61538,-56.0,-0.00547,-0.00109,-0.00438
2020-08-17 11:12:00,11:12 AM,,,,0,0,,,WBA,-0.14521,46.35182,30.76923,-56.0,-0.00625,-0.00212,-0.00413
2020-08-17 11:13:00,11:13 AM,41.255,41.255,41.255,100,1,41.255,41.255,WBA,-0.15738,42.29976,11.53846,-56.0,-0.00878,-0.00346,-0.00533
2020-08-17 11:14:00,11:14 AM,41.215,41.215,41.215,100,1,41.215,41.215,WBA,-0.20566,44.39377,25.0,-56.0,-0.00987,-0.00474,-0.00513
2020-08-17 11:15:00,11:15 AM,41.255,41.245,41.25,200,2,41.255,41.245,WBA,-0.21781,41.93535,14.28571,-56.0,-0.01181,-0.00615,-0.00565
2020-08-17 11:16:00,11:16 AM,,,,0,0,,,WBA,-0.23475,40.79986,9.28571,-96.0,-0.01375,-0.00767,-0.00607
2020-08-17 11:17:00,11:17 AM,,,,0,0,,,WBA,-0.10904,41.28901,10.71429,-56.0,-0.01495,-0.00913,-0.00582
2020-08-17 11:18:00,11:18 AM,41.24,41.23,41.239,99,3,41.23,41.24,WBA,0.01213,43.78985,20.83333,-56.0,-0.01492,-0.01029,-0.00464
2020-08-17 11:19:00,11:19 AM,41.23,41.23,41.23,142,2,41.23,41.23,WBA,0.0,42.80799,25.0,-56.0,-0.01513,-0.01126,-0.00388
2020-08-17 11:20:00,11:20 AM,41.24,41.23,41.234,160,3,41.23,41.235,WBA,0.02425,45.44275,37.5,-56.0,-0.01433,-0.01187,-0.00246
2020-08-17 11:21:00,11:21 AM,41.255,41.255,41.255,2,1,41.255,41.255,WBA,-0.04845,50.36751,62.5,-56.0,-0.01194,-0.01188,-5e-05
2020-08-17 11:22:00,11:22 AM,41.27,41.27,41.27,100,1,41.27,41.27,WBA,-0.07993,48.4823,52.5,-56.0,-0.01057,-0.01162,0.00105
2020-08-17 11:23:00,11:23 AM,41.27,41.25,41.262,630,7,41.26,41.25,WBA,-0.04847,46.83059,43.75,-56.0,-0.00993,-0.01128,0.00135
2020-08-17 11:24:00,11:24 AM,41.25,41.25,41.25,100,1,41.25,41.25,WBA,-0.02424,48.18838,50.0,-56.0,-0.00892,-0.01081,0.00189
2020-08-17 11:25:00,11:25 AM,41.245,41.245,41.245,100,1,41.245,41.245,WBA,-0.01213,43.41273,32.25806,-56.0,-0.00962,-0.01057,0.00095
2020-08-17 11:26:00,11:26 AM,41.23,41.23,41.23,200,3,41.23,41.23,WBA,-0.02425,44.88334,41.66667,-56.0,-0.00966,-0.01039,0.00073
2020-08-17 11:27:00,11:27 AM,,,,0,0,,,WBA,0.03638,47.80496,58.33333,-52.0,-0.00879,-0.01007,0.00128
2020-08-17 11:28:00,11:28 AM,,,,0,0,,,WBA,0.04124,46.47834,48.27586,-48.0,-0.0084,-0.00974,0.00133
2020-08-17 11:29:00,11:29 AM,,,,0,0,,,WBA,0.03639,46.47834,48.27586,-24.0,-0.008,-0.00939,0.00139
2020-08-17 11:30:00,11:30 AM,41.225,41.225,41.225,200,2,41.225,41.225,WBA,-0.02425,42.38588,22.41379,-24.0,-0.0088,-0.00927,0.00048
2020-08-17 11:31:00,11:31 AM,,,,0,0,,,WBA,-0.08489,35.62891,6.25,-84.0,-0.01171,-0.00976,-0.00195
2020-08-17 11:32:00,11:32 AM,41.2,41.195,41.197,200,2,41.2,41.195,WBA,-0.10912,35.62891,11.76471,-84.0,-0.01386,-0.01058,-0.00328
2020-08-17 11:33:00,11:33 AM,41.23,41.23,41.23,93,1,41.23,41.23,WBA,-0.04847,49.60482,64.70588,-84.0,-0.0118,-0.01082,-0.00097
2020-08-17 11:34:00,11:34 AM,41.23,41.23,41.23,200,1,41.23,41.23,WBA,-0.05333,47.15471,52.94118,-84.0,-0.01084,-0.01083,-2e-05
2020-08-17 11:35:00,11:35 AM,41.24,41.24,41.24,100,1,41.24,41.24,WBA,-0.00485,50.5726,68.23529,-80.0,-0.00894,-0.01045,0.00151
2020-08-17 11:36:00,11:36 AM,,,,0,0,,,WBA,-0.03636,48.494,58.82353,-76.0,-0.00798,-0.00995,0.00198
2020-08-17 11:37:00,11:37 AM,41.21,41.205,41.208,300,4,41.205,41.21,WBA,-0.03638,43.66242,35.29412,-40.0,-0.00873,-0.00971,0.00098
2020-08-17 11:38:00,11:38 AM,41.22,41.22,41.22,100,2,41.22,41.22,WBA,-0.0485,43.66242,35.29412,-40.0,-0.00922,-0.00961,0.00039
2020-08-17 11:39:00,11:39 AM,41.215,41.215,41.215,35,1,41.215,41.215,WBA,-0.09698,41.27761,23.52941,-40.0,-0.0103,-0.00975,-0.00055
2020-08-17 11:40:00,11:40 AM,,,,0,0,,,WBA,-0.0679,43.59986,31.76471,-40.0,-0.01047,-0.00989,-0.00057
2020-08-17 11:41:00,11:41 AM,41.225,41.225,41.225,136,3,41.225,41.225,WBA,-0.02425,49.16675,60.0,-40.0,-0.00904,-0.00972,0.00068
2020-08-17 11:42:00,11:42 AM,41.215,41.215,41.215,35,1,41.215,41.215,WBA,-0.03639,43.97322,33.33333,-40.0,-0.00942,-0.00966,0.00024
2020-08-17 11:43:00,11:43 AM,41.205,41.185,41.19,135,2,41.205,41.185,WBA,-0.02427,38.49885,13.7931,-88.0,-0.0116,-0.01005,-0.00155
2020-08-17 11:44:00,11:44 AM,41.2,41.2,41.2,170,2,41.2,41.2,WBA,0.04855,47.02212,48.27586,-88.0,-0.01079,-0.0102,-0.00059
2020-08-17 11:45:00,11:45 AM,41.195,41.195,41.195,8,3,41.195,41.195,WBA,-0.10912,42.76688,25.28736,-88.0,-0.01162,-0.01048,-0.00114
2020-08-17 11:46:00,11:46 AM,41.215,41.2,41.208,378,3,41.2,41.21,WBA,-0.07276,44.12814,31.03448,-84.0,-0.01174,-0.01074,-0.00101
2020-08-17 11:47:00,11:47 AM,41.205,41.205,41.205,200,1,41.205,41.205,WBA,-0.13093,41.77413,18.3908,-76.0,-0.01258,-0.01111,-0.00148
2020-08-17 11:48:00,11:48 AM,41.18,41.18,41.18,100,1,41.18,41.18,WBA,-0.15763,38.00313,0.0,-96.0,-0.01461,-0.01181,-0.00281
2020-08-17 11:49:00,11:49 AM,41.165,41.15,41.156,328,4,41.16,41.15,WBA,-0.14558,35.29434,4.54545,-88.0,-0.01723,-0.01289,-0.00434
2020-08-17 11:50:00,11:50 AM,41.135,41.125,41.132,435,3,41.135,41.125,WBA,-0.2305,29.93305,0.0,-92.0,-0.02188,-0.01469,-0.00719
2020-08-17 11:51:00,11:51 AM,,,,0,0,,,WBA,-0.22085,29.11652,10.37037,-96.0,-0.02575,-0.0169,-0.00885
2020-08-17 11:52:00,11:52 AM,41.105,41.105,41.105,207,2,41.105,41.105,WBA,-0.22324,31.13943,14.81481,-64.0,-0.02801,-0.01912,-0.00889
2020-08-17 11:53:00,11:53 AM,,,,0,0,,,WBA,-0.25224,33.19267,19.25926,-64.0,-0.02899,-0.0211,-0.00789
2020-08-17 11:54:00,11:54 AM,41.13,41.13,41.13,102,2,41.13,41.13,WBA,-0.21111,32.66816,17.03704,-64.0,-0.02966,-0.02281,-0.00685
2020-08-17 11:55:00,11:55 AM,41.135,41.135,41.135,100,1,41.135,41.135,WBA,-0.09712,40.1385,37.5,-64.0,-0.02809,-0.02387,-0.00423
2020-08-17 11:56:00,11:56 AM,41.135,41.135,41.135,144,1,41.135,41.135,WBA,-0.21109,36.74585,23.33333,-64.0,-0.0279,-0.02467,-0.00323
2020-08-17 11:57:00,11:57 AM,41.095,41.095,41.095,100,1,41.095,41.095,WBA,-0.25003,30.80742,0.0,-88.0,-0.0303,-0.0258,-0.00451
2020-08-17 11:58:00,11:58 AM,,,,0,0,,,WBA,-0.23544,34.3012,8.59375,-88.0,-0.03097,-0.02683,-0.00413
2020-08-17 11:59:00,11:59 AM,41.11,41.105,41.108,200,2,41.105,41.11,WBA,-0.16752,39.39439,21.875,-88.0,-0.02977,-0.02742,-0.00235
2020-08-17 12:00:00,12 PM,41.135,41.12,41.122,301,4,41.135,41.12,WBA,-0.1093,40.84689,29.20354,-84.0,-0.0281,-0.02756,-0.00054
2020-08-17 12:01:00,12:01 PM,41.135,41.125,41.126,107,3,41.125,41.135,WBA,-0.09719,38.84187,23.95833,-64.0,-0.02727,-0.0275,0.00023
2020-08-17 12:02:00,12:02 PM,41.115,41.115,41.115,202,4,41.115,41.115,WBA,-0.03891,36.7074,15.38462,-64.0,-0.02718,-0.02744,0.00025
2020-08-17 12:03:00,12:03 PM,,,,0,0,,,WBA,0.00243,40.24377,29.48718,-64.0,-0.02593,-0.02714,0.00121
2020-08-17 12:04:00,12:04 PM,41.11,41.105,41.107,13,3,41.11,41.105,WBA,-0.04864,37.1921,10.25641,-64.0,-0.02585,-0.02688,0.00103
2020-08-17 12:05:00,12:05 PM,41.105,41.095,41.1,234,6,41.095,41.105,WBA,-0.0389,40.43493,29.41176,-64.0,-0.02469,-0.02644,0.00175
2020-08-17 12:06:00,12:06 PM,41.13,41.13,41.13,100,1,41.13,41.13,WBA,0.04134,48.9504,64.70588,-52.0,-0.02111,-0.02538,0.00426
2020-08-17 12:07:00,12:07 PM,41.145,41.145,41.145,100,1,41.145,41.145,WBA,0.03646,53.70233,88.23529,-52.0,-0.01647,-0.02359,0.00712
2020-08-17 12:08:00,12:08 PM,41.16,41.16,41.16,2,1,41.16,41.16,WBA,0.09726,55.4872,97.64706,-52.0,-0.01201,-0.02128,0.00927
2020-08-17 12:09:00,12:09 PM,41.165,41.165,41.165,7,2,41.165,41.165,WBA,0.15331,51.98029,82.35294,-44.0,-0.00941,-0.0189,0.00949
2020-08-17 12:10:00,12:10 PM,41.165,41.165,41.165,6,1,41.165,41.165,WBA,0.12651,51.98029,82.35294,-44.0,-0.00727,-0.01658,0.00931
2020-08-17 12:11:00,12:11 PM,41.16,41.15,41.16,206,4,41.16,41.15,WBA,0.09728,53.29695,88.23529,-40.0,-0.00511,-0.01428,0.00917
2020-08-17 12:12:00,12:12 PM,,,,0,0,,,WBA,0.06079,50.32493,76.47059,-36.0,-0.00416,-0.01226,0.0081
2020-08-17 12:13:00,12:13 PM,41.17,41.155,41.17,180,5,41.17,41.155,WBA,0.09729,51.77302,82.35294,44.0,-0.00297,-0.0104,0.00743
2020-08-17 12:14:00,12:14 PM,41.14,41.125,41.131,435,6,41.14,41.13,WBA,0.08758,47.3167,64.70588,44.0,-0.0032,-0.00896,0.00576
2020-08-17 12:15:00,12:15 PM,41.155,41.12,41.152,210,6,41.145,41.12,WBA,0.01216,42.11194,41.17647,44.0,-0.00494,-0.00816,0.00322
2020-08-17 12:16:00,12:16 PM,41.105,41.105,41.105,2,1,41.105,41.105,WBA,0.01217,38.67579,23.52941,44.0,-0.00744,-0.00801,0.00057
2020-08-17 12:17:00,12:17 PM,41.11,41.11,41.11,100,1,41.11,41.11,WBA,0.02432,43.62921,41.17647,44.0,-0.00812,-0.00803,-8e-05
2020-08-17 12:18:00,12:18 PM,,,,0,0,,,WBA,-0.08508,40.13772,23.52941,44.0,-0.00975,-0.00838,-0.00138
2020-08-17 12:19:00,12:19 PM,,,,0,0,,,WBA,-0.09718,44.88745,28.57143,44.0,-0.00973,-0.00865,-0.00108
2020-08-17 12:20:00,12:20 PM,,,,0,0,,,WBA,-0.1166,44.88745,28.57143,44.0,-0.0096,-0.00884,-0.00076
